id,name,artist,deezer_genre,ai_genre,confidence,chart_source,fetched_at,rank,has_preview
deezer:421183102,"Cours, papa!","Caillou",children,UNCLASSIFIED,0,portugal,2026-06-10T18:47:57.956Z,165873,no
deezer:648981502,"Just One Thing","Bob James",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.093Z,165472,no
deezer:3358047451,"Speedy Sax","Ken Spieker",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.986Z,164963,yes
deezer:3315463561,"Burna","Club Angel",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.997Z,164136,yes
deezer:89365873,"Never Let You Go (Blu Mar Ten Remix) (Original Mix)","Seba",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.357Z,164103,yes
deezer:3370005,"Loucos de Lisboa","Ala Dos Namorados",pop,UNCLASSIFIED,0,classica_tuga,2026-06-15T16:42:00.079Z,163777,yes
deezer:3366621991,"Bad Vibe","JKAY",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.920Z,162366,yes
deezer:1064775032,"Behind The Rain","Herb Alpert",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.095Z,161998,no
deezer:15434328,"Good Morning Heartache (feat. Jill Scott) (Live Audio from The Wilshire Theatre)","Chris Botti",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.097Z,161030,no
deezer:138629723,"Creepin'","The Crusaders",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.100Z,160572,no
deezer:2526447,"Catalina Kiss","Acoustic Alchemy",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.102Z,159184,no
deezer:501760712,"Fingerprints","Larry Carlton",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.104Z,158683,no
deezer:137687737,"The Pecan Tree","Joe Sample",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.107Z,158152,no
deezer:2193769587,"MASSIVE","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.882Z,157159,yes
deezer:75946085,"Sir Duke","Nathan East",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.109Z,156360,no
deezer:71701231,"Inner Guidance","LTJ Bukem",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.213Z,155454,yes
deezer:108702856,"Câlins, bizous de Caillou","Caillou",children,UNCLASSIFIED,0,portugal,2026-06-10T01:29:20.942Z,155441,no
deezer:2463051715,"Come Down","EV",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.774Z,155343,yes
deezer:2556373862,"Tender Lullaby","Kenny G",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.111Z,154126,no
deezer:3578066,"Cosmic Monkey","Paul Brown",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.116Z,154099,no
deezer:2293339,"Lucy's","Mindi Abair",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.119Z,150860,no
deezer:2706944932,"Can't Be Said!","Caillou",r-n-b,UNCLASSIFIED,0,portugal,2026-06-10T01:29:20.987Z,149060,no
deezer:3380322721,"Back to Back","Acoustic Alchemy",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.121Z,146909,no
deezer:3286860,"Lado lunar","Rui Veloso",classica-portuguesa,UNCLASSIFIED,0,classica_tuga,2026-06-15T16:42:00.467Z,146642,yes
deezer:2503060391,"Hypnotist","YoungJakeyy",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.926Z,146348,yes
deezer:3504939,"Chopsticks","Jeff Lorber",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.123Z,144480,no
deezer:3121062,"Não há estrelas no céu (Live)","Rui Veloso",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.090Z,144440,yes
deezer:3390152351,"drift (burnforyou)","Sebastian Wibe",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.019Z,142868,yes
deezer:2751595371,"Races (feat. Blanco) (Extended)","Interplanetary Criminal",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.094Z,140423,yes
deezer:2763648211,"Balance","T95",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.133Z,139899,yes
deezer:5663114,"Dá-me Um Abraço","Miguel Gameiro",pop,UNCLASSIFIED,0,classica_tuga,2026-06-15T16:42:00.256Z,139871,yes
deezer:1138813012,"Life","Bru-C",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.904Z,137698,yes
deezer:1639171292,"Back At Ya","Norman Brown",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.126Z,137153,no
deezer:85156036,"Não Dá P'ra Viver Sem Ti","Santamaria",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:41:59.480Z,136367,yes
deezer:3509403511,"Wake Up","Robert Glasper",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.128Z,135443,no
deezer:3346795951,"Over & Over","Clarcq",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.053Z,132764,yes
deezer:2255629377,"Siren","Hugh Hardie",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.906Z,131472,yes
deezer:3454067111,"Lost","Gabriel Munoz",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.042Z,130253,yes
deezer:90011557,"Long Night out (feat. Candy Dulfer)","Brian Culbertson",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.130Z,125656,no
deezer:3661207,"Kisses in the Rain","Rick Braun",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.132Z,125111,no
deezer:352185541,"Do You Love Me","Jonathan Butler",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.135Z,124998,no
deezer:74631379,"A Portuguesa É a Mais Linda","Jorge Ferreira",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:02.184Z,123243,yes
deezer:68145051,"Telefone (Do Amor), Pede Mais","Luís Filipe Reis",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.409Z,123198,yes
deezer:3461589941,"Take Me Away","R2R",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.008Z,122170,yes
deezer:1012923522,"Fluid","Lin Rountree",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.138Z,120498,no
deezer:4155396,"Não Sou O Único","Xutos & Pontapés",pop,UNCLASSIFIED,0,pop_rock_tuga,2026-06-11T20:51:46.063Z,120021,yes
deezer:1471347262,"Take It Back","Azifm",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.884Z,119977,yes
deezer:3328179,"Betcha Don't Know","Najee",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.140Z,119656,no
deezer:16848538,"No Love","Allen Halloween",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.781Z,118211,yes
deezer:486200062,"(Everybody's Got To Learn Sometime) I Need Your Loving (Original Mix)","Baby D",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.670Z,116666,yes
deezer:3148890,"Mine To Give","Photek",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.157Z,115283,yes
deezer:549330462,"The Unwritten Letter","Spyro Gyra",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.142Z,113990,no
deezer:3186556091,"Ethereal","Yuko Mabuchi",jazz,UNCLASSIFIED,0,,2026-06-08T16:50:11.144Z,113700,no
deezer:16940232,"Azymuth (mixed)","Photek",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.169Z,112558,yes
deezer:10238530,"Escape","Amon Tobin",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.224Z,111884,yes
deezer:1754197967,"Little Girl","Rafau Etamski",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.828Z,110925,yes
deezer:16324841,"Falar de Amor (Eu Preciso)","Miguel e André",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.489Z,109521,yes
deezer:1296771622,"Ninguém é de ninguém","João Pedro Pais",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.178Z,108981,yes
deezer:56446781,"Baby Tell Me","jeremy sylvester",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.275Z,108666,yes
deezer:2499421,"Sextos Sentidos","Silence 4",pop,UNCLASSIFIED,0,pop_rock_tuga,2026-06-11T20:51:46.097Z,106575,yes
deezer:596941182,"Divine","Sphere",,UNCLASSIFIED,0,PT_kizomba_palop,2026-06-15T15:00:28.803Z,105236,yes
deezer:3248220271,"Live Your Life","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.089Z,100520,yes
deezer:2280357,"Aprender A Ser Feliz","Pólo Norte",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.223Z,99390,yes
deezer:2873724482,"Sirens","Kloke",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.784Z,96475,yes
deezer:6770998,"Kickstarts (BAR9 Remix)","Example",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.324Z,94216,yes
deezer:2255629307,"Raindrops","Cimone",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.050Z,93373,yes
deezer:1494453912,"Complicated","Azifm",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.895Z,92150,yes
deezer:502745522,"Oh My Heart","David Fonseca",pop,UNCLASSIFIED,0,pop_rock_tuga,2026-06-11T20:51:46.142Z,91695,yes
deezer:66769568,"Meu Nome É Rebeca","Rebeca",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:02.128Z,87566,yes
deezer:2953067241,"Oldskool Massive","Mark XTC",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.773Z,82904,yes
deezer:3451972901,"MOT","Frazer Ray",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.909Z,78714,yes
deezer:16324878,"Mar Deserto","Miguel e André",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.500Z,75814,yes
deezer:6764186,"Só uma noite contigo","Santamaria",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:02.306Z,72793,yes
deezer:3122344991,"Fine Art (Toby Ross Remix)","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.998Z,70410,yes
deezer:490543722,"The Sirens","Mefjus",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.335Z,67639,yes
deezer:3443782451,"Too Late","hiRobbie",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.130Z,67509,yes
deezer:5150303,"Strobe (DJ Marky & S.P.Y Remix)","Deadmau5",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.290Z,66803,yes
deezer:3443782441,"Don't Tell Me","Tiffany Quinn",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.198Z,66077,yes
deezer:3377814521,"Drunk Candy","Blake Cake",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.108Z,64576,yes
deezer:3435013551,"Coast2Coast","Luke Dean",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.030Z,56720,yes
deezer:3411284271,"Emotional","NLMT",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.241Z,55877,yes
deezer:97232192,"Secret Teqnique","Grooverider",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.078Z,55860,yes
deezer:12915310,"Dá Cá o Teu Beijinho","Emanuel",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.943Z,55284,yes
deezer:13022697,"Castelos Na Areia (Funny Game)","Santamaria",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:02.295Z,55040,yes
deezer:3376127301,"Whip It","Ozzie Guven",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.064Z,54606,yes
deezer:596725872,"Sinful Innocence Interlude","Cory Lee",,UNCLASSIFIED,0,PT_kizomba_palop,2026-06-15T15:00:28.903Z,50461,yes
deezer:2745063381,"Know Dis","ODF",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.083Z,45938,yes
deezer:16866212,"Eu Nasci Para te Amar (Sempre)","Os Bons",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.309Z,43220,yes
deezer:72320209,"Eu Sei, Tu És ...","Santamaria",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.009Z,42927,yes
deezer:3450919401,"Running","Grace Bones",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.230Z,42358,yes
deezer:2828848042,"Gorgon Donnetes","Cheetah",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.684Z,41895,yes
deezer:3375496551,"Injure The Mic","Ashdunn",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.119Z,41422,yes
deezer:1701524347,"The Sequel","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.244Z,41235,yes
deezer:89107129,"Um Corpo Molhado","Toy",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.153Z,40386,yes
deezer:3390309941,"CLUB BOOF 2","Sempa",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.152Z,40347,yes
deezer:1971031,"Royalistick ""Hiphop Não Sou Eu Nem És Tu""","Royalistick",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.825Z,38394,yes
deezer:1985444,"Cancelem o Apocalipse","MatoZoo",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-11T20:43:03.351Z,37606,yes
deezer:2255629317,"Evening Red","Hugh Hardie",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.039Z,37028,yes
deezer:3427268671,"WELSH NOISE","Sempa",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.975Z,34274,yes
deezer:3381759371,"Subbed Up","FooR",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.086Z,33272,yes
deezer:3437632941,"Smoke","Lash",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.164Z,33149,yes
deezer:3443782421,"Everything","Oscar Gabriel",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.075Z,33087,yes
deezer:3747973792,"Over With You","Declan Knapp",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.166Z,32414,yes
deezer:16324847,"Mar Deserto","Miguel e André",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.511Z,32251,yes
deezer:3327468241,"Fine Art","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:02.950Z,32227,yes
deezer:3148893,"Solaris","Photek",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.135Z,31549,yes
deezer:3411608111,"Bad Boy","Azumai",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.219Z,31163,yes
deezer:3480913151,"Live Your Life (Declan Knapp Remix)","Gardna",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:03.177Z,30966,yes
deezer:1971036,"Regula ""Mantém-Te""","Regula",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.847Z,30226,yes
deezer:11349881,"Com Atitude","Royalistick",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.858Z,26753,yes
deezer:2975846991,"Nice It Up","Trex",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.017Z,26719,yes
deezer:2255629347,"Resistance","Hugh Hardie",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.028Z,26629,yes
deezer:64552049,"Amor Tens Que Me Ouvir","Fernando Santana",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.353Z,26252,yes
deezer:104560506,"Coração de Emigrante","Expresso 86",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.976Z,25845,yes
deezer:1353386,"Juntos Como Um Só","Fuse",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.869Z,25803,yes
deezer:3370303611,"RED LINE (Original Mix)","ShaKinG",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.208Z,25692,yes
deezer:3463348971,"Tripping","London Planes",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.263Z,25252,yes
deezer:3388959261,"Drone","Theo Kottis",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.141Z,25058,yes
deezer:3440764911,"Disconnected","Daffy",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.097Z,24511,yes
deezer:104560514,"Há Festa Toda a Noite","Enzo Silva",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.131Z,22761,yes
deezer:11541397,"As Velhas Portuguesas","Starlight",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.242Z,22633,yes
deezer:16121039,"És um Anjo","Various Artist",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.120Z,22384,yes
deezer:3411415871,"Everybody Over","Lu.Re",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.175Z,22191,yes
deezer:75372874,"Chegou a Hora","5-30",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-10T23:24:13.071Z,21377,yes
deezer:3375496561,"FMJ","hiRobbie",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.186Z,21316,yes
deezer:130855344,"Rampage","MJ Cole",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.246Z,18512,yes
deezer:136802826,"Rampage","MJ Cole",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:06.235Z,17123,yes
deezer:1353392,"Nada Muda","Bonus",hip-hop-rap,UNCLASSIFIED,0,PT_hip_hop_tuga,2026-06-15T15:00:44.880Z,15402,yes
deezer:3390139361,"Y'all Ready","R2R",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:04.252Z,11650,yes
deezer:1625030,"A Conspiração dos Moskitos Inofensivos","Ikonoklasta",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-10T23:24:13.204Z,11588,yes
deezer:2159580667,"Catch Me Ravin","Michel Ange",UK_uk_garage_dnb,UNCLASSIFIED,0,playlist_UK_uk_garage_dnb,2026-06-15T16:42:05.072Z,11389,yes
deezer:11541417,"Sinto-me Sexy","Ana Malhoa",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:01.142Z,10788,yes
deezer:1439810,"Gajas","Clã da Matarroa Feat. Fidbek (MatoZoo)",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-10T23:24:54.025Z,9180,yes
deezer:104327428,"Encaixa Baby Encaixa","Ana Malhoa",PT_classica_tuga,UNCLASSIFIED,0,playlist_PT_classica_tuga,2026-06-15T16:42:00.932Z,8918,yes
deezer:740374062,"Vira do Senhor da Pedra","GRUPO FOLCLORICO ALMEIDA GARRETT",folk,UNCLASSIFIED,0,traditional-folclore,2026-06-10T20:18:59.154Z,2756,no
deezer:3016411391,"Let's Go","Jaden Bojsen",dance,UNCLASSIFIED,0,dance,2026-06-15T23:07:05.587Z,,yes
deezer:2577486222,"Black Butterfly","Nelson Freitas",soul,UNCLASSIFIED,0,kizomba_palop,2026-06-15T21:50:50.930Z,,yes
deezer:3320185341,"Vou continuar","Bispo",hip-hop-rap,UNCLASSIFIED,0,pop_urbano_nova_pop,2026-06-15T21:50:50.504Z,,yes
deezer:1353396,"Motivação","Sam The Kid & Daddy-O-Pop",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-15T21:42:42.648Z,,yes
deezer:11349879,"Rualigião","Royalistick",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-15T21:42:42.615Z,,yes
deezer:3651885972,"Soirée mondaine","Oria",pop,UNCLASSIFIED,0,pop,2026-06-15T21:11:15.657Z,,yes
deezer:3919177501,"WAGWAN","Central Cee",hip-hop-rap,UNCLASSIFIED,0,uk_drill_grime,2026-06-15T21:10:14.099Z,,yes
deezer:4038249241,"LOCKED IN FREESTYLE","Nemzzz",hip-hop-rap,UNCLASSIFIED,0,uk_drill_grime,2026-06-15T21:10:14.087Z,,yes
deezer:4043906101,"Mazzaleen","Fredo",hip-hop-rap,UNCLASSIFIED,0,uk_drill_grime,2026-06-15T21:10:14.076Z,,yes
deezer:2290961145,"Pertinho de Você (Just for You)","middt",bossa_nova,UNCLASSIFIED,0,bossa_nova,2026-06-15T20:33:59.792Z,,yes
deezer:1155001,"La Camisa Negra","Juanes",latin,UNCLASSIFIED,0,latin,2026-06-15T20:33:59.215Z,,yes
deezer:108414456,"Te Gosto","Grupo Fundo De Quintal",bossa-nova,UNCLASSIFIED,0,samba-pagode,2026-06-15T20:33:59.204Z,,yes
deezer:86032603,"Que Bonita Es Mi Niña","Perlita de Huelva",flamenco,UNCLASSIFIED,0,flamenco,2026-06-15T20:33:59.193Z,,yes
deezer:16104157,"Mirala Cara a Cara","Requiebros",reggaeton-urbano,UNCLASSIFIED,0,fado,2026-06-15T20:33:59.159Z,,yes
deezer:457605542,"El Niño Del Mentidero (Alegrías)","David Palomar",flamenco,UNCLASSIFIED,0,flamenco,2026-06-15T20:33:59.133Z,,yes
deezer:1625051,"Yoko Vs IP","Yoko-Zoona & Inspectos Mórbido",hip-hop-rap,UNCLASSIFIED,0,hip_hop_tuga,2026-06-15T20:33:58.523Z,,yes
deezer:136334560,"Losing My Religion","R.E.M.",alternative,UNCLASSIFIED,0,rock_alternative_us,2026-06-15T19:52:33.562Z,,yes
deezer:1148283182,"Fazer O Que Ainda Não Foi Feito","Pedro Abrunhosa",pop,UNCLASSIFIED,0,classica_tuga,2026-06-15T19:36:40.059Z,,yes
deezer:1763531127,"passo a passo","Nena",pop,UNCLASSIFIED,0,pop_urbano_nova_pop,2026-06-15T19:36:40.037Z,,yes
deezer:101186346,"Estou Na Lua","Os Lunáticos",classica-portuguesa,UNCLASSIFIED,0,classica_tuga,2026-06-15T19:36:40.014Z,,yes
deezer:3354116,"O Pastor","Madredeus",pop,UNCLASSIFIED,0,fado,2026-06-15T19:36:39.760Z,,yes
deezer:18111894,"O anzol","Rádio Macau",pop,UNCLASSIFIED,0,pop_rock_tuga,2026-06-15T19:36:39.737Z,,yes
deezer:78588895,"Morena","Tiago Bettencourt",rock,UNCLASSIFIED,0,pop_rock_tuga,2026-06-15T19:36:39.715Z,,yes
deezer:62000741,"Ana Lee","GNR",rock,UNCLASSIFIED,0,pop_rock_tuga,2026-06-15T19:36:39.693Z,,yes
deezer:62000746,"Quero Que Vá Tudo Pró Inferno","GNR",rock,UNCLASSIFIED,0,classica_tuga,2026-06-15T19:36:39.681Z,,yes
deezer:2601690812,"Praise Jah In The Moonlight","YG Marley",reggae,UNCLASSIFIED,0,reggae,2026-06-15T19:27:08.595Z,,yes
deezer:3951692531,"San Francisco","Sound Of Legend",dance,UNCLASSIFIED,0,dance,2026-06-15T19:25:27.986Z,,yes
deezer:3412534631,"What It Sounds Like","HUNTR/X",musique-asiatique,UNCLASSIFIED,0,asian,2026-06-15T18:52:44.636Z,,yes
deezer:3590974062,"La Cheyenne","El De Las R's",latin,UNCLASSIFIED,0,,2026-06-15T18:28:40.283Z,,yes
deezer:1923537527,"santos (pa parara pa)","apollw",hip-hop-rap,UNCLASSIFIED,0,bossa_nova,2026-06-15T18:19:35.819Z,,yes
deezer:2617848532,"Sunset","Hbeat",bossa_nova,UNCLASSIFIED,0,bossa_nova,2026-06-15T18:19:35.808Z,,yes
deezer:1123876,"Swing Easy","The Skatalites",rock,UNCLASSIFIED,0,reggae,2026-06-15T18:19:35.797Z,,yes
deezer:11562334,"Inner City Blues","Sly Dunbar",reggae,UNCLASSIFIED,0,reggae,2026-06-15T18:19:35.786Z,,yes
deezer:1457057342,"Arpoador","Geezmo",hip-hop-rap,UNCLASSIFIED,0,bossa_nova,2026-06-15T18:19:35.775Z,,yes
